Имя пользователя;E-mail;Телефон;TOMS ID;DMP ID;Роль пользователя;Целевая система
"Обязательный параметр.
Имя будет записано в поле First Name";"Обязательный параметр.
e-mail адрес должен быть уникальным и не содержаться ни на одной УЗ в SSO.
Является логином.";"Обязательный параметр.
Номер должен начинаться с 7.
Номер телефона должен быть уникальным,не содержаться ни на одной УЗ в SSO.
Является логином.";"Обязательный параметр.
ID карточки клиента в ТОМС (BSS)";"Необязательный параметр.
ID кастомер админа DMP связанного с ID карточки Клиента в ТОМС (BSS)";"Обязательный параметр. Для одного ТОМС ID может быть присвоена только одна роль.
LPR - лицо принимающее решение (главная УЗ)
BUH - специалист по расчетам
TECH - технический специалист
GUEST - гость";"Необходимо указать через запятую необходимые client_id систем.
Пример: lkb2b, Forpost, itglobal, oats, dmp-kc"
